time,feet,centimeters,tide
2015-12-31 05:13:00 UTC,3.7,113,H
2015-12-31 12:20:00 UTC,0.4,12,L
2015-12-31 17:20:00 UTC,3.9,119,H
2016-01-01 00:48:00 UTC,0.4,12,L
2016-01-01 06:06:00 UTC,3.6,110,H
2016-01-01 13:13:00 UTC,0.6,18,L
2016-01-01 18:11:00 UTC,3.7,113,H
2016-01-02 01:37:00 UTC,0.5,15,L
2016-01-02 06:59:00 UTC,3.6,110,H
2016-01-02 14:07:00 UTC,0.7,21,L
2016-01-02 19:01:00 UTC,3.5,107,H
2016-01-03 02:25:00 UTC,0.5,15,L
2016-01-03 07:53:00 UTC,3.6,110,H
2016-01-03 15:05:00 UTC,0.7,21,L
2016-01-03 19:54:00 UTC,3.5,107,H
2016-01-04 03:15:00 UTC,0.4,12,L
2016-01-04 08:46:00 UTC,3.8,116,H
2016-01-04 16:02:00 UTC,0.6,18,L
2016-01-04 20:47:00 UTC,3.5,107,H
2016-01-05 04:06:00 UTC,0.3,9,L
2016-01-05 09:39:00 UTC,3.9,119,H
2016-01-05 16:56:00 UTC,0.5,15,L
2016-01-05 21:40:00 UTC,3.5,107,H
2016-01-06 04:56:00 UTC,0.2,6,L
2016-01-06 10:28:00 UTC,4.1,125,H
2016-01-06 17:46:00 UTC,0.3,9,L
2016-01-06 22:31:00 UTC,3.6,110,H
2016-01-07 05:44:00 UTC,0.0,0,L
2016-01-07 11:15:00 UTC,4.3,131,H
2016-01-07 18:33:00 UTC,0.1,3,L
2016-01-07 23:18:00 UTC,3.7,113,H
2016-01-08 06:31:00 UTC,-0.2,-6,L
2016-01-08 12:00:00 UTC,4.5,137,H
2016-01-08 19:18:00 UTC,-0.1,-3,L
2016-01-09 00:04:00 UTC,3.8,116,H
2016-01-09 07:16:00 UTC,-0.4,-12,L
2016-01-09 12:43:00 UTC,4.6,140,H
2016-01-09 20:02:00 UTC,-0.3,-9,L
2016-01-10 00:48:00 UTC,3.9,119,H
2016-01-10 08:01:00 UTC,-0.5,-15,L
2016-01-10 13:26:00 UTC,4.7,143,H
2016-01-10 20:46:00 UTC,-0.4,-12,L
