time,feet,centimeters,tide
2016-01-01 02:01:00 UTC,3.6,110,H
2016-01-01 08:41:00 UTC,0.4,12,L
2016-01-01 15:37:00 UTC,4.3,131,H
2016-01-01 21:53:00 UTC,1.4,43,L
2016-01-02 03:21:00 UTC,3.3,101,H
2016-01-02 09:24:00 UTC,0.7,21,L
2016-01-02 16:20:00 UTC,4.4,134,H
2016-01-02 23:02:00 UTC,1.1,34,L
2016-01-03 04:44:00 UTC,3.1,94,H
2016-01-03 10:12:00 UTC,1.1,34,L
2016-01-03 17:02:00 UTC,4.5,137,H
2016-01-04 00:06:00 UTC,0.8,24,L
2016-01-04 05:56:00 UTC,3.2,98,H
2016-01-04 11:03:00 UTC,1.4,43,L
2016-01-04 17:40:00 UTC,4.7,143,H
2016-01-05 01:03:00 UTC,0.5,15,L
2016-01-05 06:59:00 UTC,3.4,104,H
2016-01-05 11:55:00 UTC,1.6,49,L
2016-01-05 18:15:00 UTC,4.9,149,H
2016-01-06 01:53:00 UTC,0.2,6,L
2016-01-06 07:55:00 UTC,3.6,110,H
2016-01-06 12:45:00 UTC,1.8,55,L
2016-01-06 18:49:00 UTC,5.1,155,H
2016-01-07 02:37:00 UTC,0.0,0,L
2016-01-07 08:45:00 UTC,3.8,116,H
2016-01-07 13:34:00 UTC,2.0,61,L
2016-01-07 19:23:00 UTC,5.3,162,H
2016-01-08 03:18:00 UTC,-0.1,-3,L
2016-01-08 09:31:00 UTC,4.0,122,H
2016-01-08 14:22:00 UTC,2.1,64,L
2016-01-08 20:00:00 UTC,5.5,168,H
2016-01-09 03:57:00 UTC,-0.2,-6,L
2016-01-09 10:14:00 UTC,4.1,125,H
2016-01-09 15:09:00 UTC,2.1,64,L
2016-01-09 20:41:00 UTC,5.6,171,H
2016-01-10 04:34:00 UTC,-0.3,-9,L
2016-01-10 10:55:00 UTC,4.2,128,H
2016-01-10 15:56:00 UTC,2.0,61,L
2016-01-10 21:25:00 UTC,5.6,171,H
2016-01-11 05:09:00 UTC,-0.4,-12,L
2016-01-11 11:34:00 UTC,4.3,131,H
2016-01-11 16:45:00 UTC,1.8,55,L
2016-01-11 22:11:00 UTC,5.5,168,H
2016-01-12 05:44:00 UTC,-0.4,-12,L
2016-01-12 12:11:00 UTC,4.4,134,H
2016-01-12 17:35:00 UTC,1.6,49,L
2016-01-12 23:01:00 UTC,5.3,162,H
2016-01-13 06:20:00 UTC,-0.4,-12,L
2016-01-13 12:49:00 UTC,4.5,137,H
2016-01-13 18:28:00 UTC,1.4,43,L
2016-01-13 23:54:00 UTC,5.0,152,H
2016-01-14 06:59:00 UTC,-0.2,-6,L
2016-01-14 13:29:00 UTC,4.5,137,H
2016-01-14 19:26:00 UTC,1.3,40,L
2016-01-15 00:53:00 UTC,4.6,140,H
2016-01-15 07:41:00 UTC,0.0,0,L
2016-01-15 14:13:00 UTC,4.6,140,H
2016-01-15 20:33:00 UTC,1.1,34,L
2016-01-16 02:04:00 UTC,4.1,125,H
2016-01-16 08:28:00 UTC,0.3,9,L
2016-01-16 15:02:00 UTC,4.7,143,H
2016-01-16 21:47:00 UTC,0.9,27,L
2016-01-17 03:29:00 UTC,3.7,113,H
2016-01-17 09:22:00 UTC,0.7,21,L
2016-01-17 15:56:00 UTC,4.9,149,H
2016-01-17 23:04:00 UTC,0.6,18,L
2016-01-18 04:56:00 UTC,3.6,110,H
2016-01-18 10:23:00 UTC,1.1,34,L
2016-01-18 16:52:00 UTC,5.1,155,H
2016-01-19 00:16:00 UTC,0.3,9,L
2016-01-19 06:12:00 UTC,3.7,113,H
2016-01-19 11:28:00 UTC,1.4,43,L
2016-01-19 17:47:00 UTC,5.3,162,H
2016-01-20 01:19:00 UTC,0.0,0,L
