time,feet,centimeters,tide
2015-12-31 02:16:00 UTC,11.7,357,H
2015-12-31 08:47:00 UTC,1.0,30,L
2015-12-31 15:06:00 UTC,12.0,366,H
2015-12-31 21:23:00 UTC,3.4,104,L
2016-01-01 03:05:00 UTC,10.6,323,H
2016-01-01 09:33:00 UTC,2.2,67,L
2016-01-01 15:54:00 UTC,11.3,344,H
2016-01-01 22:22:00 UTC,4.0,122,L
2016-01-02 04:03:00 UTC,9.6,293,H
2016-01-02 10:22:00 UTC,3.3,101,L
2016-01-02 16:44:00 UTC,10.9,332,H
2016-01-02 23:30:00 UTC,4.1,125,L
2016-01-03 05:16:00 UTC,8.9,271,H
2016-01-03 11:21:00 UTC,4.2,128,L
2016-01-03 17:40:00 UTC,10.8,329,H
2016-01-04 00:44:00 UTC,3.8,116,L
2016-01-04 06:38:00 UTC,8.8,268,H
2016-01-04 12:27:00 UTC,4.7,143,L
2016-01-04 18:38:00 UTC,10.9,332,H
2016-01-05 01:51:00 UTC,3.1,94,L
2016-01-05 07:52:00 UTC,9.3,283,H
2016-01-05 13:33:00 UTC,4.7,143,L
2016-01-05 19:32:00 UTC,11.4,347,H
2016-01-06 02:43:00 UTC,2.1,64,L
2016-01-06 08:49:00 UTC,10.1,308,H
2016-01-06 14:31:00 UTC,4.4,134,L
2016-01-06 20:21:00 UTC,12.0,366,H
2016-01-07 03:26:00 UTC,1.0,30,L
2016-01-07 09:36:00 UTC,10.9,332,H
2016-01-07 15:20:00 UTC,3.8,116,L
2016-01-07 21:05:00 UTC,12.8,390,H
2016-01-08 04:04:00 UTC,-0.1,-3,L
2016-01-08 10:18:00 UTC,11.9,363,H
2016-01-08 16:04:00 UTC,3.1,94,L
2016-01-08 21:48:00 UTC,13.5,411,H
2016-01-09 04:41:00 UTC,-1.1,-34,L
2016-01-09 10:56:00 UTC,12.7,387,H
2016-01-09 16:45:00 UTC,2.4,73,L
2016-01-09 22:29:00 UTC,14.2,433,H
