time,feet,centimeters,tide
2015-12-31 03:13:00 UTC,2.6,79,L
2015-12-31 05:58:00 UTC,2.6,79,H
2015-12-31 12:50:00 UTC,0.7,21,L
2015-12-31 21:24:00 UTC,3.9,119,H
2016-01-01 03:57:00 UTC,2.2,67,L
2016-01-01 07:28:00 UTC,2.4,73,H
2016-01-01 13:22:00 UTC,1.1,34,L
2016-01-01 21:46:00 UTC,3.8,116,H
2016-01-02 04:32:00 UTC,1.8,55,L
2016-01-02 09:16:00 UTC,2.2,67,H
2016-01-02 13:43:00 UTC,1.6,49,L
2016-01-02 21:57:00 UTC,3.8,116,H
2016-01-03 05:06:00 UTC,1.4,43,L
2016-01-03 11:18:00 UTC,2.1,64,H
2016-01-03 13:46:00 UTC,2.0,61,L
2016-01-03 22:04:00 UTC,3.8,116,H
2016-01-04 05:40:00 UTC,1.0,30,L
2016-01-04 22:10:00 UTC,3.9,119,H
2016-01-05 06:13:00 UTC,0.7,21,L
2016-01-05 22:16:00 UTC,4.0,122,H
2016-01-06 06:47:00 UTC,0.4,12,L
2016-01-06 22:25:00 UTC,4.2,128,H
2016-01-07 07:20:00 UTC,0.1,3,L
2016-01-07 22:39:00 UTC,4.3,131,H
2016-01-08 07:55:00 UTC,-0.1,-3,L
2016-01-08 23:01:00 UTC,4.4,134,H
2016-01-09 08:31:00 UTC,-0.2,-6,L
2016-01-09 23:31:00 UTC,4.4,134,H
2016-01-10 09:09:00 UTC,-0.4,-12,L
2016-01-11 00:09:00 UTC,4.3,131,H
2016-01-11 09:47:00 UTC,-0.4,-12,L
2016-01-12 00:58:00 UTC,4.1,125,H
2016-01-12 10:27:00 UTC,-0.3,-9,L
2016-01-12 20:53:00 UTC,3.7,113,H
2016-01-12 22:34:00 UTC,3.7,113,L
2016-01-13 02:08:00 UTC,3.8,116,H
2016-01-13 11:06:00 UTC,-0.1,-3,L
2016-01-13 20:20:00 UTC,3.7,113,H
2016-01-14 00:25:00 UTC,3.2,98,L
2016-01-14 03:45:00 UTC,3.3,101,H
2016-01-14 11:44:00 UTC,0.3,9,L
2016-01-14 20:20:00 UTC,3.8,116,H
2016-01-15 01:32:00 UTC,2.6,79,L
2016-01-15 05:37:00 UTC,2.9,88,H
2016-01-15 12:21:00 UTC,0.7,21,L
2016-01-15 20:31:00 UTC,3.9,119,H
2016-01-16 02:29:00 UTC,2.0,61,L
2016-01-16 07:31:00 UTC,2.5,76,H
2016-01-16 12:56:00 UTC,1.2,37,L
2016-01-16 20:50:00 UTC,4.1,125,H
2016-01-17 03:23:00 UTC,1.3,40,L
2016-01-17 09:29:00 UTC,2.3,70,H
2016-01-17 13:27:00 UTC,1.7,52,L
2016-01-17 21:14:00 UTC,4.3,131,H
2016-01-18 04:15:00 UTC,0.6,18,L
2016-01-18 11:35:00 UTC,2.3,70,H
2016-01-18 13:50:00 UTC,2.2,67,L
2016-01-18 21:42:00 UTC,4.5,137,H
2016-01-19 05:06:00 UTC,0.1,3,L
2016-01-19 22:13:00 UTC,4.6,140,H
2016-01-20 05:57:00 UTC,-0.3,-9,L
2016-01-20 22:46:00 UTC,4.6,140,H
2016-01-21 06:46:00 UTC,-0.5,-15,L
2016-01-21 23:21:00 UTC,4.5,137,H
2016-01-22 07:36:00 UTC,-0.6,-18,L
2016-01-22 23:56:00 UTC,4.4,134,H
2016-01-23 08:23:00 UTC,-0.5,-15,L
2016-01-24 00:32:00 UTC,4.1,125,H
2016-01-24 09:10:00 UTC,-0.4,-12,L
2016-01-25 01:09:00 UTC,3.8,116,H
2016-01-25 09:54:00 UTC,-0.2,-6,L
2016-01-25 19:53:00 UTC,3.6,110,H
2016-01-25 23:11:00 UTC,3.5,107,L
2016-01-26 01:51:00 UTC,3.5,107,H
2016-01-26 10:35:00 UTC,0.1,3,L
2016-01-26 20:01:00 UTC,3.6,110,H
2016-01-27 11:13:00 UTC,0.4,12,L
2016-01-27 20:12:00 UTC,3.6,110,H
2016-01-28 01:43:00 UTC,2.7,82,L
2016-01-28 04:31:00 UTC,2.8,85,H
2016-01-28 11:48:00 UTC,0.8,24,L
2016-01-28 20:23:00 UTC,3.5,107,H
2016-01-29 02:22:00 UTC,2.3,70,L
2016-01-29 06:13:00 UTC,2.5,76,H
2016-01-29 12:18:00 UTC,1.2,37,L
2016-01-29 20:33:00 UTC,3.5,107,H
2016-01-30 02:59:00 UTC,1.9,58,L
2016-01-30 07:55:00 UTC,2.3,70,H
2016-01-30 12:44:00 UTC,1.6,49,L
2016-01-30 20:43:00 UTC,3.6,110,H
2016-01-31 03:35:00 UTC,1.5,46,L
2016-01-31 09:41:00 UTC,2.2,67,H
2016-01-31 13:00:00 UTC,1.9,58,L
2016-01-31 20:53:00 UTC,3.6,110,H
2016-02-01 04:11:00 UTC,1.1,34,L
2016-02-01 21:02:00 UTC,3.7,113,H
2016-02-02 04:47:00 UTC,0.8,24,L
2016-02-02 21:13:00 UTC,3.9,119,H
2016-02-03 05:22:00 UTC,0.5,15,L
2016-02-03 21:28:00 UTC,4.0,122,H
2016-02-04 05:58:00 UTC,0.2,6,L
2016-02-04 21:49:00 UTC,4.1,125,H
2016-02-05 06:34:00 UTC,0.0,0,L
2016-02-05 22:17:00 UTC,4.3,131,H
2016-02-06 07:12:00 UTC,-0.1,-3,L
2016-02-06 22:53:00 UTC,4.3,131,H
2016-02-07 07:51:00 UTC,-0.2,-6,L
2016-02-07 23:39:00 UTC,4.2,128,H
2016-02-08 08:32:00 UTC,-0.2,-6,L
2016-02-09 00:36:00 UTC,4.0,122,H
2016-02-09 09:14:00 UTC,-0.1,-3,L
2016-02-10 01:48:00 UTC,3.7,113,H
2016-02-10 09:56:00 UTC,0.2,6,L
2016-02-10 18:41:00 UTC,3.2,98,H
2016-02-10 22:07:00 UTC,2.8,85,L
2016-02-11 03:18:00 UTC,3.3,101,H
2016-02-11 10:38:00 UTC,0.5,15,L
2016-02-11 18:45:00 UTC,3.3,101,H
2016-02-11 23:38:00 UTC,2.2,67,L
2016-02-12 05:01:00 UTC,2.9,88,H
2016-02-12 11:20:00 UTC,0.9,27,L
2016-02-12 19:02:00 UTC,3.5,107,H
2016-02-13 00:49:00 UTC,1.6,49,L
2016-02-13 06:48:00 UTC,2.6,79,H
2016-02-13 12:01:00 UTC,1.4,43,L
2016-02-13 19:27:00 UTC,3.8,116,H
2016-02-14 01:51:00 UTC,1.0,30,L
2016-02-14 08:35:00 UTC,2.5,76,H
2016-02-14 12:41:00 UTC,1.8,55,L
2016-02-14 19:58:00 UTC,4.0,122,H
2016-02-15 02:50:00 UTC,0.4,12,L
2016-02-15 10:20:00 UTC,2.5,76,H
2016-02-15 13:20:00 UTC,2.2,67,L
2016-02-15 20:33:00 UTC,4.2,128,H
2016-02-16 03:46:00 UTC,0.0,0,L
2016-02-16 12:04:00 UTC,2.7,82,H
2016-02-16 13:57:00 UTC,2.5,76,L
2016-02-16 21:12:00 UTC,4.3,131,H
2016-02-17 04:40:00 UTC,-0.3,-9,L
2016-02-17 21:52:00 UTC,4.3,131,H
2016-02-18 05:33:00 UTC,-0.4,-12,L
2016-02-18 22:33:00 UTC,4.2,128,H
2016-02-19 06:24:00 UTC,-0.4,-12,L
2016-02-19 23:14:00 UTC,4.0,122,H
2016-02-20 07:13:00 UTC,-0.3,-9,L
2016-02-20 23:57:00 UTC,3.8,116,H
2016-02-21 08:01:00 UTC,-0.1,-3,L
2016-02-22 00:41:00 UTC,3.5,107,H
2016-02-22 08:46:00 UTC,0.2,6,L
2016-02-22 18:21:00 UTC,3.1,94,H
2016-02-22 20:57:00 UTC,3.0,91,L
2016-02-23 01:34:00 UTC,3.2,98,H
2016-02-23 09:29:00 UTC,0.5,15,L
2016-02-23 18:35:00 UTC,3.0,91,H
2016-02-23 22:28:00 UTC,2.7,82,L
2016-02-24 02:42:00 UTC,2.9,88,H
2016-02-24 10:09:00 UTC,0.8,24,L
2016-02-24 18:46:00 UTC,3.0,91,H
2016-02-24 23:35:00 UTC,2.4,73,L
2016-02-25 04:07:00 UTC,2.6,79,H
2016-02-25 10:47:00 UTC,1.1,34,L
2016-02-25 18:54:00 UTC,3.0,91,H
2016-02-26 00:24:00 UTC,2.0,61,L
2016-02-26 05:39:00 UTC,2.5,76,H
2016-02-26 11:21:00 UTC,1.4,43,L
2016-02-26 19:01:00 UTC,3.0,91,H
2016-02-27 01:06:00 UTC,1.7,52,L
2016-02-27 07:11:00 UTC,2.4,73,H
2016-02-27 11:52:00 UTC,1.7,52,L
2016-02-27 19:10:00 UTC,3.0,91,H
2016-02-28 01:46:00 UTC,1.3,40,L
2016-02-28 08:41:00 UTC,2.4,73,H
2016-02-28 12:19:00 UTC,2.0,61,L
2016-02-28 19:21:00 UTC,3.1,94,H
2016-02-29 02:25:00 UTC,1.0,30,L
2016-02-29 10:13:00 UTC,2.4,73,H
2016-02-29 12:39:00 UTC,2.3,70,L
2016-02-29 19:34:00 UTC,3.2,98,H
2016-03-01 03:04:00 UTC,0.7,21,L
2016-03-01 19:51:00 UTC,3.4,104,H
2016-03-02 03:43:00 UTC,0.4,12,L
2016-03-02 20:12:00 UTC,3.5,107,H
2016-03-03 04:21:00 UTC,0.2,6,L
2016-03-03 20:39:00 UTC,3.7,113,H
2016-03-04 05:00:00 UTC,0.1,3,L
2016-03-04 21:14:00 UTC,3.8,116,H
2016-03-05 05:40:00 UTC,0.0,0,L
2016-03-05 21:58:00 UTC,3.8,116,H
2016-03-06 06:20:00 UTC,0.0,0,L
2016-03-06 22:51:00 UTC,3.8,116,H
2016-03-07 07:02:00 UTC,0.1,3,L
2016-03-07 23:55:00 UTC,3.6,110,H
2016-03-08 07:46:00 UTC,0.2,6,L
2016-03-08 16:16:00 UTC,2.6,79,H
2016-03-08 18:46:00 UTC,2.4,73,L
2016-03-09 01:12:00 UTC,3.3,101,H
2016-03-09 08:32:00 UTC,0.5,15,L
2016-03-09 16:21:00 UTC,2.7,82,H
2016-03-09 20:29:00 UTC,2.0,61,L
2016-03-10 02:44:00 UTC,3.0,91,H
2016-03-10 09:19:00 UTC,0.9,27,L
2016-03-10 16:41:00 UTC,2.9,88,H
2016-03-10 21:55:00 UTC,1.5,46,L
2016-03-11 04:27:00 UTC,2.8,85,H
2016-03-11 10:07:00 UTC,1.3,40,L
2016-03-11 17:09:00 UTC,3.1,94,H
2016-03-11 23:09:00 UTC,0.9,27,L
2016-03-12 06:10:00 UTC,2.7,82,H
2016-03-12 10:57:00 UTC,1.7,52,L
2016-03-12 17:44:00 UTC,3.4,104,H
2016-03-13 00:15:00 UTC,0.4,12,L
2016-03-13 07:47:00 UTC,2.7,82,H
2016-03-13 11:48:00 UTC,2.0,61,L
2016-03-13 18:23:00 UTC,3.6,110,H
2016-03-14 01:16:00 UTC,0.0,0,L
2016-03-14 09:15:00 UTC,2.8,85,H
2016-03-14 12:42:00 UTC,2.3,70,L
2016-03-14 19:07:00 UTC,3.7,113,H
2016-03-15 02:14:00 UTC,-0.3,-9,L
2016-03-15 10:34:00 UTC,2.9,88,H
2016-03-15 13:38:00 UTC,2.5,76,L
2016-03-15 19:54:00 UTC,3.8,116,H
2016-03-16 03:11:00 UTC,-0.5,-15,L
2016-03-16 11:44:00 UTC,2.9,88,H
2016-03-16 14:37:00 UTC,2.6,79,L
2016-03-16 20:44:00 UTC,3.7,113,H
2016-03-17 04:06:00 UTC,-0.5,-15,L
2016-03-17 12:46:00 UTC,3.0,91,H
2016-03-17 15:38:00 UTC,2.7,82,L
2016-03-17 21:34:00 UTC,3.6,110,H
2016-03-18 04:59:00 UTC,-0.3,-9,L
2016-03-18 13:42:00 UTC,2.9,88,H
2016-03-18 16:41:00 UTC,2.6,79,L
2016-03-18 22:26:00 UTC,3.4,104,H
2016-03-19 05:50:00 UTC,-0.1,-3,L
2016-03-19 14:32:00 UTC,2.9,88,H
2016-03-19 17:45:00 UTC,2.6,79,L
2016-03-19 23:19:00 UTC,3.2,98,H
2016-03-20 06:39:00 UTC,0.2,6,L
2016-03-20 15:15:00 UTC,2.8,85,H
2016-03-20 18:52:00 UTC,2.4,73,L
2016-03-21 00:16:00 UTC,2.9,88,H
2016-03-21 07:26:00 UTC,0.5,15,L
2016-03-21 15:51:00 UTC,2.7,82,H
2016-03-21 19:58:00 UTC,2.2,67,L
2016-03-22 01:20:00 UTC,2.7,82,H
2016-03-22 08:11:00 UTC,0.9,27,L
2016-03-22 16:16:00 UTC,2.6,79,H
2016-03-22 21:00:00 UTC,2.0,61,L
2016-03-23 02:37:00 UTC,2.5,76,H
2016-03-23 08:54:00 UTC,1.2,37,L
2016-03-23 16:32:00 UTC,2.5,76,H
2016-03-23 21:54:00 UTC,1.7,52,L
2016-03-24 04:05:00 UTC,2.4,73,H
2016-03-24 09:36:00 UTC,1.5,46,L
2016-03-24 16:41:00 UTC,2.5,76,H
2016-03-24 22:41:00 UTC,1.4,43,L
2016-03-25 05:37:00 UTC,2.4,73,H
2016-03-25 10:18:00 UTC,1.8,55,L
2016-03-25 16:48:00 UTC,2.5,76,H
2016-03-25 23:23:00 UTC,1.1,34,L
2016-03-26 07:03:00 UTC,2.4,73,H
2016-03-26 11:00:00 UTC,2.1,64,L
2016-03-26 16:57:00 UTC,2.6,79,H
2016-03-27 00:02:00 UTC,0.8,24,L
2016-03-27 08:19:00 UTC,2.5,76,H
2016-03-27 11:40:00 UTC,2.3,70,L
2016-03-27 17:11:00 UTC,2.7,82,H
2016-03-28 00:41:00 UTC,0.6,18,L
2016-03-28 09:28:00 UTC,2.7,82,H
2016-03-28 12:18:00 UTC,2.5,76,L
2016-03-28 17:29:00 UTC,2.8,85,H
2016-03-29 01:20:00 UTC,0.4,12,L
2016-03-29 10:33:00 UTC,2.8,85,H
2016-03-29 12:49:00 UTC,2.7,82,L
2016-03-29 17:51:00 UTC,3.0,91,H
2016-03-30 01:59:00 UTC,0.2,6,L
2016-03-30 11:35:00 UTC,2.8,85,H
2016-03-30 13:12:00 UTC,2.8,85,L
2016-03-30 18:21:00 UTC,3.1,94,H
2016-03-31 02:38:00 UTC,0.0,0,L
2016-03-31 18:59:00 UTC,3.2,98,H
2016-04-01 03:18:00 UTC,0.0,0,L
2016-04-01 19:46:00 UTC,3.2,98,H
2016-04-02 03:58:00 UTC,0.0,0,L
2016-04-02 20:42:00 UTC,3.2,98,H
2016-04-03 04:38:00 UTC,0.0,0,L
2016-04-03 13:31:00 UTC,2.6,79,H
2016-04-03 15:44:00 UTC,2.5,76,L
2016-04-03 21:47:00 UTC,3.2,98,H
2016-04-04 05:20:00 UTC,0.2,6,L
2016-04-04 13:34:00 UTC,2.5,76,H
2016-04-04 16:56:00 UTC,2.2,67,L
2016-04-04 23:01:00 UTC,3.0,91,H
2016-04-05 06:03:00 UTC,0.5,15,L
2016-04-05 13:44:00 UTC,2.5,76,H
2016-04-05 18:11:00 UTC,1.8,55,L
2016-04-06 00:27:00 UTC,2.8,85,H
2016-04-06 06:48:00 UTC,0.9,27,L
2016-04-06 14:02:00 UTC,2.7,82,H
2016-04-06 19:25:00 UTC,1.3,40,L
2016-04-07 02:06:00 UTC,2.6,79,H
2016-04-07 07:36:00 UTC,1.3,40,L
2016-04-07 14:29:00 UTC,2.9,88,H
2016-04-07 20:36:00 UTC,0.7,21,L
2016-04-08 03:54:00 UTC,2.6,79,H
2016-04-08 08:30:00 UTC,1.7,52,L
2016-04-08 15:03:00 UTC,3.1,94,H
2016-04-08 21:43:00 UTC,0.2,6,L
2016-04-09 05:39:00 UTC,2.7,82,H
2016-04-09 09:29:00 UTC,2.1,64,L
2016-04-09 15:44:00 UTC,3.3,101,H
