time,feet,centimeters,tide
2015-12-31 06:42:00 UTC,0.6,18,L
2015-12-31 13:17:00 UTC,6.3,192,H
2015-12-31 19:26:00 UTC,2.4,73,L
2016-01-01 00:51:00 UTC,5.4,165,H
2016-01-01 07:27:00 UTC,1.1,34,L
2016-01-01 14:06:00 UTC,6.2,189,H
2016-01-01 20:32:00 UTC,2.4,73,L
2016-01-02 01:54:00 UTC,5.0,152,H
2016-01-02 08:13:00 UTC,1.6,49,L
2016-01-02 14:52:00 UTC,6.3,192,H
2016-01-02 21:38:00 UTC,2.1,64,L
2016-01-03 03:06:00 UTC,4.7,143,H
2016-01-03 09:04:00 UTC,2.1,64,L
2016-01-03 15:39:00 UTC,6.4,195,H
2016-01-03 22:41:00 UTC,1.8,55,L
2016-01-04 04:24:00 UTC,4.6,140,H
2016-01-04 10:00:00 UTC,2.4,73,L
2016-01-04 16:26:00 UTC,6.5,198,H
2016-01-04 23:37:00 UTC,1.4,43,L
2016-01-05 05:37:00 UTC,4.7,143,H
2016-01-05 10:58:00 UTC,2.6,79,L
2016-01-05 17:11:00 UTC,6.7,204,H
2016-01-06 00:25:00 UTC,0.9,27,L
2016-01-06 06:38:00 UTC,5.0,152,H
2016-01-06 11:53:00 UTC,2.7,82,L
2016-01-06 17:55:00 UTC,7.0,213,H
2016-01-07 01:08:00 UTC,0.4,12,L
2016-01-07 07:28:00 UTC,5.3,162,H
2016-01-07 12:42:00 UTC,2.7,82,L
2016-01-07 18:37:00 UTC,7.2,219,H
2016-01-08 01:48:00 UTC,0.0,0,L
2016-01-08 08:12:00 UTC,5.6,171,H
2016-01-08 13:28:00 UTC,2.7,82,L
2016-01-08 19:19:00 UTC,7.5,229,H
2016-01-09 02:27:00 UTC,-0.4,-12,L
2016-01-09 08:52:00 UTC,5.9,180,H
2016-01-09 14:12:00 UTC,2.6,79,L
2016-01-09 20:00:00 UTC,7.6,232,H
2016-01-10 03:05:00 UTC,-0.7,-21,L
2016-01-10 09:31:00 UTC,6.2,189,H
2016-01-10 14:56:00 UTC,2.4,73,L
2016-01-10 20:41:00 UTC,7.7,235,H
2016-01-11 03:43:00 UTC,-0.8,-24,L
2016-01-11 10:10:00 UTC,6.4,195,H
2016-01-11 15:40:00 UTC,2.3,70,L
2016-01-11 21:24:00 UTC,7.7,235,H
2016-01-12 04:22:00 UTC,-0.9,-27,L
2016-01-12 10:50:00 UTC,6.6,201,H
2016-01-12 16:27:00 UTC,2.1,64,L
2016-01-12 22:09:00 UTC,7.5,229,H
2016-01-13 05:02:00 UTC,-0.7,-21,L
2016-01-13 11:31:00 UTC,6.7,204,H
2016-01-13 17:17:00 UTC,2.0,61,L
2016-01-13 22:57:00 UTC,7.1,216,H
2016-01-14 05:44:00 UTC,-0.4,-12,L
2016-01-14 12:13:00 UTC,6.8,207,H
2016-01-14 18:12:00 UTC,1.8,55,L
2016-01-14 23:51:00 UTC,6.6,201,H
2016-01-15 06:28:00 UTC,0.1,3,L
2016-01-15 12:59:00 UTC,7.0,213,H
2016-01-15 19:14:00 UTC,1.7,52,L
2016-01-16 00:53:00 UTC,6.0,183,H
2016-01-16 07:16:00 UTC,0.7,21,L
2016-01-16 13:49:00 UTC,7.1,216,H
2016-01-16 20:23:00 UTC,1.5,46,L
2016-01-17 02:05:00 UTC,5.4,165,H
2016-01-17 08:10:00 UTC,1.3,40,L
2016-01-17 14:43:00 UTC,7.2,219,H
2016-01-17 21:36:00 UTC,1.2,37,L
2016-01-18 03:28:00 UTC,5.1,155,H
2016-01-18 09:12:00 UTC,1.9,58,L
2016-01-18 15:40:00 UTC,7.3,223,H
2016-01-18 22:48:00 UTC,0.7,21,L
2016-01-19 04:54:00 UTC,5.1,155,H
2016-01-19 10:21:00 UTC,2.3,70,L
2016-01-19 16:39:00 UTC,7.4,226,H
2016-01-19 23:53:00 UTC,0.3,9,L
2016-01-20 06:11:00 UTC,5.3,162,H
2016-01-20 11:29:00 UTC,2.5,76,L
2016-01-20 17:36:00 UTC,7.6,232,H
2016-01-21 00:49:00 UTC,-0.2,-6,L
2016-01-21 07:14:00 UTC,5.6,171,H
2016-01-21 12:32:00 UTC,2.5,76,L
2016-01-21 18:30:00 UTC,7.7,235,H
2016-01-22 01:39:00 UTC,-0.5,-15,L
2016-01-22 08:06:00 UTC,6.0,183,H
2016-01-22 13:28:00 UTC,2.4,73,L
2016-01-22 19:20:00 UTC,7.7,235,H
2016-01-23 02:24:00 UTC,-0.7,-21,L
2016-01-23 08:50:00 UTC,6.2,189,H
2016-01-23 14:18:00 UTC,2.3,70,L
2016-01-23 20:06:00 UTC,7.7,235,H
2016-01-24 03:06:00 UTC,-0.7,-21,L
2016-01-24 09:31:00 UTC,6.4,195,H
2016-01-24 15:04:00 UTC,2.1,64,L
2016-01-24 20:50:00 UTC,7.5,229,H
2016-01-25 03:44:00 UTC,-0.6,-18,L
2016-01-25 10:08:00 UTC,6.5,198,H
2016-01-25 15:48:00 UTC,2.0,61,L
2016-01-25 21:31:00 UTC,7.3,223,H
2016-01-26 04:21:00 UTC,-0.4,-12,L
2016-01-26 10:44:00 UTC,6.5,198,H
2016-01-26 16:30:00 UTC,2.0,61,L
2016-01-26 22:11:00 UTC,6.9,210,H
2016-01-27 04:56:00 UTC,-0.1,-3,L
2016-01-27 11:18:00 UTC,6.5,198,H
2016-01-27 17:12:00 UTC,1.9,58,L
2016-01-27 22:51:00 UTC,6.5,198,H
2016-01-28 05:30:00 UTC,0.3,9,L
2016-01-28 11:53:00 UTC,6.4,195,H
2016-01-28 17:56:00 UTC,2.0,61,L
2016-01-28 23:33:00 UTC,6.0,183,H
2016-01-29 06:04:00 UTC,0.8,24,L
2016-01-29 12:29:00 UTC,6.4,195,H
2016-01-29 18:44:00 UTC,2.0,61,L
2016-01-30 00:19:00 UTC,5.5,168,H
2016-01-30 06:40:00 UTC,1.3,40,L
2016-01-30 13:06:00 UTC,6.3,192,H
2016-01-30 19:37:00 UTC,2.0,61,L
2016-01-31 01:13:00 UTC,5.1,155,H
2016-01-31 07:18:00 UTC,1.8,55,L
2016-01-31 13:48:00 UTC,6.3,192,H
2016-01-31 20:37:00 UTC,1.9,58,L
2016-02-01 02:18:00 UTC,4.7,143,H
2016-02-01 08:03:00 UTC,2.3,70,L
2016-02-01 14:35:00 UTC,6.2,189,H
2016-02-01 21:42:00 UTC,1.7,52,L
2016-02-02 03:36:00 UTC,4.5,137,H
2016-02-02 09:00:00 UTC,2.6,79,L
2016-02-02 15:27:00 UTC,6.3,192,H
2016-02-02 22:47:00 UTC,1.4,43,L
2016-02-03 04:57:00 UTC,4.6,140,H
2016-02-03 10:07:00 UTC,2.9,88,L
2016-02-03 16:22:00 UTC,6.5,198,H
2016-02-03 23:45:00 UTC,1.0,30,L
2016-02-04 06:06:00 UTC,4.8,146,H
2016-02-04 11:14:00 UTC,2.9,88,L
2016-02-04 17:17:00 UTC,6.7,204,H
2016-02-05 00:35:00 UTC,0.5,15,L
2016-02-05 07:00:00 UTC,5.2,158,H
2016-02-05 12:14:00 UTC,2.8,85,L
2016-02-05 18:08:00 UTC,7.0,213,H
2016-02-06 01:20:00 UTC,0.0,0,L
2016-02-06 07:44:00 UTC,5.6,171,H
2016-02-06 13:06:00 UTC,2.6,79,L
