time,feet,centimeters,tide
2015-12-31 03:58:00 UTC,1.4,43,H
2015-12-31 09:44:00 UTC,0.3,9,L
2015-12-31 16:18:00 UTC,1.9,58,H
2015-12-31 22:50:00 UTC,0.3,9,L
2016-01-01 04:59:00 UTC,1.4,43,H
2016-01-01 10:39:00 UTC,0.5,15,L
2016-01-01 16:59:00 UTC,1.7,52,H
2016-01-01 23:33:00 UTC,0.2,6,L
2016-01-02 06:00:00 UTC,1.5,46,H
2016-01-02 11:41:00 UTC,0.6,18,L
2016-01-02 17:35:00 UTC,1.6,49,H
2016-01-03 00:12:00 UTC,0.1,3,L
2016-01-03 07:00:00 UTC,1.6,49,H
2016-01-03 12:46:00 UTC,0.7,21,L
2016-01-03 18:14:00 UTC,1.5,46,H
2016-01-04 00:51:00 UTC,0.0,0,L
2016-01-04 07:56:00 UTC,1.8,55,H
2016-01-04 13:53:00 UTC,0.8,24,L
2016-01-04 18:56:00 UTC,1.4,43,H
2016-01-05 01:33:00 UTC,-0.1,-3,L
2016-01-05 08:48:00 UTC,1.9,58,H
2016-01-05 14:56:00 UTC,0.7,21,L
2016-01-05 19:41:00 UTC,1.3,40,H
2016-01-06 02:15:00 UTC,-0.2,-6,L
2016-01-06 09:37:00 UTC,2.0,61,H
2016-01-06 15:53:00 UTC,0.7,21,L
2016-01-06 20:29:00 UTC,1.2,37,H
2016-01-07 02:58:00 UTC,-0.3,-9,L
2016-01-07 10:23:00 UTC,2.1,64,H
2016-01-07 16:45:00 UTC,0.7,21,L
2016-01-07 21:18:00 UTC,1.2,37,H
2016-01-08 03:42:00 UTC,-0.4,-12,L
2016-01-08 11:07:00 UTC,2.3,70,H
2016-01-08 17:33:00 UTC,0.6,18,L
2016-01-08 22:07:00 UTC,1.2,37,H
2016-01-09 04:27:00 UTC,-0.4,-12,L
2016-01-09 11:50:00 UTC,2.4,73,H
2016-01-09 18:18:00 UTC,0.6,18,L
2016-01-09 22:58:00 UTC,1.2,37,H
2016-01-10 05:12:00 UTC,-0.4,-12,L
2016-01-10 12:32:00 UTC,2.5,76,H
2016-01-10 19:01:00 UTC,0.5,15,L
2016-01-10 23:50:00 UTC,1.3,40,H
2016-01-11 05:59:00 UTC,-0.4,-12,L
2016-01-11 13:14:00 UTC,2.5,76,H
2016-01-11 19:43:00 UTC,0.4,12,L
2016-01-12 00:44:00 UTC,1.3,40,H
2016-01-12 06:48:00 UTC,-0.3,-9,L
2016-01-12 13:56:00 UTC,2.5,76,H
