time,feet,centimeters,tide
2015-12-31 04:54:00 UTC,1.0,30,H
2015-12-31 09:59:00 UTC,0.5,15,L
2015-12-31 17:32:00 UTC,1.8,55,H
2016-01-01 00:36:00 UTC,0.5,15,L
2016-01-01 06:26:00 UTC,1.0,30,H
2016-01-01 10:37:00 UTC,0.7,21,L
2016-01-01 18:13:00 UTC,1.6,49,H
2016-01-02 01:45:00 UTC,0.5,15,L
2016-01-02 09:05:00 UTC,1.1,34,H
2016-01-02 11:48:00 UTC,0.9,27,L
2016-01-02 18:53:00 UTC,1.5,46,H
2016-01-03 02:38:00 UTC,0.4,12,L
2016-01-03 10:49:00 UTC,1.3,40,H
2016-01-03 14:51:00 UTC,1.1,34,L
2016-01-03 19:47:00 UTC,1.3,40,H
2016-01-04 03:23:00 UTC,0.3,9,L
2016-01-04 11:30:00 UTC,1.5,46,H
2016-01-04 16:56:00 UTC,1.0,30,L
2016-01-04 20:54:00 UTC,1.2,37,H
2016-01-05 04:02:00 UTC,0.1,3,L
2016-01-05 12:01:00 UTC,1.8,55,H
2016-01-05 17:55:00 UTC,0.9,27,L
2016-01-05 21:56:00 UTC,1.2,37,H
2016-01-06 04:39:00 UTC,0.0,0,L
2016-01-06 12:30:00 UTC,2.0,61,H
2016-01-06 18:33:00 UTC,0.8,24,L
2016-01-06 22:48:00 UTC,1.2,37,H
2016-01-07 05:14:00 UTC,-0.2,-6,L
2016-01-07 12:59:00 UTC,2.2,67,H
2016-01-07 19:06:00 UTC,0.7,21,L
2016-01-07 23:33:00 UTC,1.2,37,H
2016-01-08 05:49:00 UTC,-0.3,-9,L
2016-01-08 13:30:00 UTC,2.3,70,H
2016-01-08 19:37:00 UTC,0.7,21,L
2016-01-09 00:15:00 UTC,1.2,37,H
2016-01-09 06:24:00 UTC,-0.4,-12,L
2016-01-09 14:01:00 UTC,2.4,73,H
2016-01-09 20:10:00 UTC,0.6,18,L
2016-01-10 00:55:00 UTC,1.3,40,H
2016-01-10 07:00:00 UTC,-0.4,-12,L
2016-01-10 14:34:00 UTC,2.5,76,H
2016-01-10 20:44:00 UTC,0.5,15,L
2016-01-11 01:36:00 UTC,1.3,40,H
2016-01-11 07:36:00 UTC,-0.4,-12,L
2016-01-11 15:07:00 UTC,2.5,76,H
2016-01-11 21:21:00 UTC,0.5,15,L
2016-01-12 02:19:00 UTC,1.3,40,H
2016-01-12 08:13:00 UTC,-0.3,-9,L
2016-01-12 15:42:00 UTC,2.4,73,H
2016-01-12 22:00:00 UTC,0.5,15,L
2016-01-13 03:06:00 UTC,1.2,37,H
2016-01-13 08:51:00 UTC,-0.1,-3,L
2016-01-13 16:17:00 UTC,2.3,70,H
2016-01-13 22:42:00 UTC,0.4,12,L
2016-01-14 04:00:00 UTC,1.2,37,H
2016-01-14 09:32:00 UTC,0.1,3,L
2016-01-14 16:53:00 UTC,2.1,64,H
2016-01-14 23:28:00 UTC,0.4,12,L
2016-01-15 05:09:00 UTC,1.1,34,H
2016-01-15 10:18:00 UTC,0.4,12,L
2016-01-15 17:30:00 UTC,1.9,58,H
2016-01-16 00:22:00 UTC,0.3,9,L
2016-01-16 06:48:00 UTC,1.1,34,H
2016-01-16 11:21:00 UTC,0.7,21,L
2016-01-16 18:11:00 UTC,1.7,52,H
2016-01-17 01:23:00 UTC,0.2,6,L
2016-01-17 08:59:00 UTC,1.3,40,H
2016-01-17 13:20:00 UTC,1.0,30,L
2016-01-17 19:02:00 UTC,1.4,43,H
2016-01-18 02:28:00 UTC,0.1,3,L
2016-01-18 10:37:00 UTC,1.6,49,H
2016-01-18 16:07:00 UTC,1.0,30,L
2016-01-18 20:15:00 UTC,1.3,40,H
2016-01-19 03:28:00 UTC,0.0,0,L
2016-01-19 11:34:00 UTC,1.9,58,H
2016-01-19 17:42:00 UTC,0.9,27,L
2016-01-19 21:40:00 UTC,1.2,37,H
2016-01-20 04:21:00 UTC,-0.1,-3,L
2016-01-20 12:17:00 UTC,2.1,64,H
2016-01-20 18:32:00 UTC,0.7,21,L
2016-01-20 22:49:00 UTC,1.1,34,H
2016-01-21 05:07:00 UTC,-0.2,-6,L
2016-01-21 12:54:00 UTC,2.3,70,H
2016-01-21 19:09:00 UTC,0.6,18,L
2016-01-21 23:43:00 UTC,1.2,37,H
2016-01-22 05:49:00 UTC,-0.3,-9,L
2016-01-22 13:28:00 UTC,2.3,70,H
2016-01-22 19:40:00 UTC,0.5,15,L
2016-01-23 00:28:00 UTC,1.2,37,H
2016-01-23 06:28:00 UTC,-0.4,-12,L
2016-01-23 13:59:00 UTC,2.4,73,H
2016-01-23 20:10:00 UTC,0.5,15,L
2016-01-24 01:09:00 UTC,1.3,40,H
2016-01-24 07:04:00 UTC,-0.3,-9,L
2016-01-24 14:30:00 UTC,2.4,73,H
2016-01-24 20:39:00 UTC,0.4,12,L
2016-01-25 01:47:00 UTC,1.3,40,H
2016-01-25 07:38:00 UTC,-0.3,-9,L
2016-01-25 14:59:00 UTC,2.3,70,H
2016-01-25 21:08:00 UTC,0.4,12,L
2016-01-26 02:24:00 UTC,1.3,40,H
2016-01-26 08:11:00 UTC,-0.2,-6,L
2016-01-26 15:26:00 UTC,2.2,67,H
2016-01-26 21:37:00 UTC,0.4,12,L
2016-01-27 03:02:00 UTC,1.3,40,H
2016-01-27 08:42:00 UTC,0.0,0,L
2016-01-27 15:53:00 UTC,2.1,64,H
2016-01-27 22:07:00 UTC,0.4,12,L
2016-01-28 03:41:00 UTC,1.3,40,H
2016-01-28 09:12:00 UTC,0.2,6,L
2016-01-28 16:17:00 UTC,1.9,58,H
2016-01-28 22:38:00 UTC,0.4,12,L
2016-01-29 04:25:00 UTC,1.2,37,H
2016-01-29 09:42:00 UTC,0.4,12,L
2016-01-29 16:39:00 UTC,1.7,52,H
2016-01-29 23:12:00 UTC,0.4,12,L
2016-01-30 05:22:00 UTC,1.1,34,H
2016-01-30 10:13:00 UTC,0.6,18,L
2016-01-30 16:58:00 UTC,1.5,46,H
2016-01-30 23:52:00 UTC,0.4,12,L
2016-01-31 06:53:00 UTC,1.1,34,H
2016-01-31 10:51:00 UTC,0.9,27,L
2016-01-31 17:12:00 UTC,1.4,43,H
2016-02-01 00:47:00 UTC,0.4,12,L
2016-02-01 09:42:00 UTC,1.2,37,H
2016-02-01 12:54:00 UTC,1.1,34,L
2016-02-01 17:11:00 UTC,1.2,37,H
2016-02-02 01:58:00 UTC,0.3,9,L
2016-02-02 11:08:00 UTC,1.4,43,H
2016-02-03 03:08:00 UTC,0.2,6,L
2016-02-03 11:43:00 UTC,1.7,52,H
2016-02-03 18:28:00 UTC,0.9,27,L
2016-02-03 20:59:00 UTC,1.0,30,H
2016-02-04 04:05:00 UTC,0.0,0,L
2016-02-04 12:12:00 UTC,1.9,58,H
2016-02-04 18:35:00 UTC,0.8,24,L
2016-02-04 22:29:00 UTC,1.0,30,H
2016-02-05 04:51:00 UTC,-0.1,-3,L
2016-02-05 12:40:00 UTC,2.1,64,H
2016-02-05 18:55:00 UTC,0.6,18,L
2016-02-05 23:25:00 UTC,1.1,34,H
2016-02-06 05:33:00 UTC,-0.3,-9,L
2016-02-06 13:10:00 UTC,2.2,67,H
2016-02-06 19:19:00 UTC,0.5,15,L
2016-02-07 00:12:00 UTC,1.2,37,H
2016-02-07 06:12:00 UTC,-0.4,-12,L
2016-02-07 13:40:00 UTC,2.4,73,H
2016-02-07 19:46:00 UTC,0.4,12,L
2016-02-08 00:56:00 UTC,1.3,40,H
2016-02-08 06:51:00 UTC,-0.4,-12,L
2016-02-08 14:11:00 UTC,2.4,73,H
2016-02-08 20:16:00 UTC,0.3,9,L
2016-02-09 01:39:00 UTC,1.4,43,H
2016-02-09 07:30:00 UTC,-0.4,-12,L
2016-02-09 14:42:00 UTC,2.4,73,H
2016-02-09 20:48:00 UTC,0.2,6,L
2016-02-10 02:23:00 UTC,1.5,46,H
2016-02-10 08:09:00 UTC,-0.3,-9,L
2016-02-10 15:14:00 UTC,2.3,70,H
2016-02-10 21:21:00 UTC,0.2,6,L
2016-02-11 03:10:00 UTC,1.5,46,H
2016-02-11 08:50:00 UTC,-0.1,-3,L
2016-02-11 15:45:00 UTC,2.1,64,H
2016-02-11 21:57:00 UTC,0.1,3,L
2016-02-12 04:01:00 UTC,1.5,46,H
2016-02-12 09:32:00 UTC,0.2,6,L
2016-02-12 16:16:00 UTC,1.9,58,H
2016-02-12 22:36:00 UTC,0.1,3,L
2016-02-13 05:02:00 UTC,1.4,43,H
2016-02-13 10:20:00 UTC,0.5,15,L
2016-02-13 16:46:00 UTC,1.7,52,H
2016-02-13 23:21:00 UTC,0.1,3,L
2016-02-14 06:24:00 UTC,1.4,43,H
2016-02-14 11:25:00 UTC,0.8,24,L
2016-02-14 17:15:00 UTC,1.4,43,H
2016-02-15 00:17:00 UTC,0.1,3,L
2016-02-15 08:23:00 UTC,1.4,43,H
2016-02-15 13:42:00 UTC,1.0,30,L
2016-02-15 17:43:00 UTC,1.2,37,H
2016-02-16 01:32:00 UTC,0.1,3,L
2016-02-16 10:18:00 UTC,1.6,49,H
2016-02-17 02:56:00 UTC,0.1,3,L
2016-02-17 11:22:00 UTC,1.8,55,H
2016-02-17 18:11:00 UTC,0.7,21,L
2016-02-17 21:42:00 UTC,0.9,27,H
2016-02-18 04:06:00 UTC,0.0,0,L
2016-02-18 12:05:00 UTC,2.0,61,H
2016-02-18 18:35:00 UTC,0.6,18,L
2016-02-18 23:01:00 UTC,1.0,30,H
2016-02-19 05:00:00 UTC,-0.1,-3,L
2016-02-19 12:39:00 UTC,2.1,64,H
2016-02-19 18:57:00 UTC,0.5,15,L
2016-02-19 23:52:00 UTC,1.1,34,H
2016-02-20 05:44:00 UTC,-0.2,-6,L
2016-02-20 13:09:00 UTC,2.1,64,H
2016-02-20 19:19:00 UTC,0.4,12,L
2016-02-21 00:33:00 UTC,1.2,37,H
2016-02-21 06:22:00 UTC,-0.2,-6,L
2016-02-21 13:36:00 UTC,2.2,67,H
2016-02-21 19:41:00 UTC,0.3,9,L
2016-02-22 01:09:00 UTC,1.4,43,H
2016-02-22 06:56:00 UTC,-0.2,-6,L
2016-02-22 14:02:00 UTC,2.1,64,H
2016-02-22 20:03:00 UTC,0.3,9,L
2016-02-23 01:43:00 UTC,1.4,43,H
2016-02-23 07:29:00 UTC,-0.2,-6,L
2016-02-23 14:26:00 UTC,2.1,64,H
2016-02-23 20:26:00 UTC,0.2,6,L
2016-02-24 02:16:00 UTC,1.5,46,H
2016-02-24 08:00:00 UTC,-0.1,-3,L
2016-02-24 14:50:00 UTC,2.0,61,H
2016-02-24 20:50:00 UTC,0.2,6,L
2016-02-25 02:50:00 UTC,1.5,46,H
2016-02-25 08:31:00 UTC,0.1,3,L
2016-02-25 15:12:00 UTC,1.9,58,H
2016-02-25 21:13:00 UTC,0.2,6,L
2016-02-26 03:25:00 UTC,1.5,46,H
2016-02-26 09:01:00 UTC,0.2,6,L
2016-02-26 15:32:00 UTC,1.7,52,H
2016-02-26 21:38:00 UTC,0.2,6,L
2016-02-27 04:03:00 UTC,1.5,46,H
2016-02-27 09:31:00 UTC,0.4,12,L
2016-02-27 15:49:00 UTC,1.6,49,H
2016-02-27 22:04:00 UTC,0.2,6,L
2016-02-28 04:46:00 UTC,1.4,43,H
2016-02-28 10:03:00 UTC,0.6,18,L
2016-02-28 16:02:00 UTC,1.4,43,H
2016-02-28 22:33:00 UTC,0.2,6,L
2016-02-29 05:46:00 UTC,1.3,40,H
2016-02-29 10:42:00 UTC,0.8,24,L
2016-02-29 16:08:00 UTC,1.3,40,H
2016-02-29 23:12:00 UTC,0.2,6,L
2016-03-01 07:30:00 UTC,1.3,40,H
2016-03-01 12:15:00 UTC,1.0,30,L
2016-03-01 15:41:00 UTC,1.1,34,H
2016-03-02 00:14:00 UTC,0.3,9,L
2016-03-02 09:59:00 UTC,1.4,43,H
2016-03-03 01:55:00 UTC,0.3,9,L
2016-03-03 11:00:00 UTC,1.6,49,H
2016-03-04 03:25:00 UTC,0.1,3,L
2016-03-04 11:36:00 UTC,1.8,55,H
2016-03-04 18:13:00 UTC,0.6,18,L
2016-03-04 22:26:00 UTC,0.9,27,H
2016-03-05 04:26:00 UTC,0.0,0,L
2016-03-05 12:07:00 UTC,2.0,61,H
2016-03-05 18:25:00 UTC,0.5,15,L
2016-03-05 23:24:00 UTC,1.1,34,H
2016-03-06 05:15:00 UTC,-0.1,-3,L
2016-03-06 12:37:00 UTC,2.1,64,H
