time,feet,centimeters,tide
2015-12-31 04:08:00 UTC,1.2,37,H
2015-12-31 09:58:00 UTC,0.3,9,L
2015-12-31 16:28:00 UTC,1.6,49,H
2015-12-31 23:04:00 UTC,0.3,9,L
2016-01-01 05:09:00 UTC,1.2,37,H
2016-01-01 10:53:00 UTC,0.4,12,L
2016-01-01 17:09:00 UTC,1.5,46,H
2016-01-01 23:47:00 UTC,0.2,6,L
2016-01-02 06:10:00 UTC,1.3,40,H
2016-01-02 11:55:00 UTC,0.5,15,L
2016-01-02 17:45:00 UTC,1.4,43,H
2016-01-03 00:26:00 UTC,0.1,3,L
2016-01-03 07:10:00 UTC,1.4,43,H
2016-01-03 13:00:00 UTC,0.6,18,L
2016-01-03 18:24:00 UTC,1.3,40,H
2016-01-04 01:05:00 UTC,0.0,0,L
2016-01-04 08:06:00 UTC,1.5,46,H
2016-01-04 14:07:00 UTC,0.7,21,L
2016-01-04 19:06:00 UTC,1.2,37,H
2016-01-05 01:47:00 UTC,-0.1,-3,L
2016-01-05 08:58:00 UTC,1.6,49,H
2016-01-05 15:10:00 UTC,0.6,18,L
2016-01-05 19:51:00 UTC,1.1,34,H
2016-01-06 02:29:00 UTC,-0.2,-6,L
2016-01-06 09:47:00 UTC,1.8,55,H
2016-01-06 16:07:00 UTC,0.6,18,L
2016-01-06 20:39:00 UTC,1.1,34,H
2016-01-07 03:12:00 UTC,-0.3,-9,L
2016-01-07 10:33:00 UTC,1.9,58,H
2016-01-07 16:59:00 UTC,0.6,18,L
2016-01-07 21:28:00 UTC,1.0,30,H
2016-01-08 03:56:00 UTC,-0.3,-9,L
2016-01-08 11:17:00 UTC,2.0,61,H
2016-01-08 17:47:00 UTC,0.5,15,L
2016-01-08 22:17:00 UTC,1.0,30,H
2016-01-09 04:41:00 UTC,-0.4,-12,L
2016-01-09 12:00:00 UTC,2.1,64,H
2016-01-09 18:32:00 UTC,0.5,15,L
2016-01-09 23:08:00 UTC,1.1,34,H
2016-01-10 05:26:00 UTC,-0.4,-12,L
