time,feet,centimeters,tide
2015-12-31 06:55:00 UTC,2.2,67,H
2015-12-31 13:19:00 UTC,0.2,6,L
2015-12-31 19:07:00 UTC,2.3,70,H
2016-01-01 01:54:00 UTC,0.0,0,L
2016-01-01 07:48:00 UTC,2.1,64,H
2016-01-01 14:14:00 UTC,0.4,12,L
2016-01-01 19:58:00 UTC,2.2,67,H
2016-01-02 02:44:00 UTC,0.1,3,L
2016-01-02 08:41:00 UTC,2.1,64,H
2016-01-02 15:10:00 UTC,0.4,12,L
2016-01-02 20:48:00 UTC,2.0,61,H
2016-01-03 03:32:00 UTC,0.1,3,L
2016-01-03 09:34:00 UTC,2.1,64,H
2016-01-03 16:09:00 UTC,0.5,15,L
2016-01-03 21:41:00 UTC,1.9,58,H
2016-01-04 04:21:00 UTC,0.1,3,L
2016-01-04 10:27:00 UTC,2.2,67,H
2016-01-04 17:06:00 UTC,0.4,12,L
2016-01-04 22:35:00 UTC,1.9,58,H
2016-01-05 05:09:00 UTC,0.1,3,L
2016-01-05 11:18:00 UTC,2.3,70,H
2016-01-05 18:00:00 UTC,0.3,9,L
2016-01-05 23:27:00 UTC,1.9,58,H
2016-01-06 05:57:00 UTC,0.0,0,L
2016-01-06 12:05:00 UTC,2.5,76,H
2016-01-06 18:50:00 UTC,0.2,6,L
2016-01-07 00:16:00 UTC,2.0,61,H
2016-01-07 06:43:00 UTC,-0.1,-3,L
2016-01-07 12:51:00 UTC,2.6,79,H
2016-01-07 19:37:00 UTC,0.0,0,L
2016-01-08 01:03:00 UTC,2.1,64,H
2016-01-08 07:28:00 UTC,-0.3,-9,L
2016-01-08 13:34:00 UTC,2.8,85,H
2016-01-08 20:21:00 UTC,-0.1,-3,L
2016-01-09 01:49:00 UTC,2.2,67,H
2016-01-09 08:13:00 UTC,-0.4,-12,L
2016-01-09 14:17:00 UTC,2.9,88,H
2016-01-09 21:04:00 UTC,-0.2,-6,L
2016-01-10 02:34:00 UTC,2.3,70,H
2016-01-10 08:57:00 UTC,-0.4,-12,L
2016-01-10 15:00:00 UTC,3.0,91,H
2016-01-10 21:46:00 UTC,-0.4,-12,L
2016-01-11 03:19:00 UTC,2.4,73,H
2016-01-11 09:43:00 UTC,-0.5,-15,L
2016-01-11 15:44:00 UTC,3.0,91,H
2016-01-11 22:30:00 UTC,-0.4,-12,L
2016-01-12 04:05:00 UTC,2.5,76,H
2016-01-12 10:30:00 UTC,-0.5,-15,L
2016-01-12 16:28:00 UTC,3.0,91,H
2016-01-12 23:14:00 UTC,-0.5,-15,L
2016-01-13 04:53:00 UTC,2.5,76,H
2016-01-13 11:19:00 UTC,-0.4,-12,L
2016-01-13 17:15:00 UTC,3.0,91,H
2016-01-14 00:00:00 UTC,-0.5,-15,L
2016-01-14 05:44:00 UTC,2.6,79,H
2016-01-14 12:12:00 UTC,-0.3,-9,L
2016-01-14 18:04:00 UTC,2.8,85,H
2016-01-15 00:49:00 UTC,-0.5,-15,L
2016-01-15 06:39:00 UTC,2.6,79,H
2016-01-15 13:09:00 UTC,-0.2,-6,L
2016-01-15 18:57:00 UTC,2.7,82,H
2016-01-16 01:41:00 UTC,-0.4,-12,L
2016-01-16 07:37:00 UTC,2.6,79,H
2016-01-16 14:11:00 UTC,-0.1,-3,L
2016-01-16 19:54:00 UTC,2.5,76,H
2016-01-17 02:37:00 UTC,-0.4,-12,L
2016-01-17 08:39:00 UTC,2.6,79,H
2016-01-17 15:17:00 UTC,0.0,0,L
2016-01-17 20:55:00 UTC,2.3,70,H
2016-01-18 03:36:00 UTC,-0.4,-12,L
2016-01-18 09:44:00 UTC,2.7,82,H
2016-01-18 16:26:00 UTC,0.0,0,L
2016-01-18 22:00:00 UTC,2.2,67,H
2016-01-19 04:38:00 UTC,-0.4,-12,L
2016-01-19 10:48:00 UTC,2.7,82,H
2016-01-19 17:33:00 UTC,0.0,0,L
2016-01-19 23:04:00 UTC,2.2,67,H
2016-01-20 05:38:00 UTC,-0.4,-12,L
2016-01-20 11:48:00 UTC,2.8,85,H
2016-01-20 18:35:00 UTC,-0.1,-3,L
2016-01-21 00:06:00 UTC,2.2,67,H
2016-01-21 06:36:00 UTC,-0.5,-15,L
2016-01-21 12:44:00 UTC,2.9,88,H
2016-01-21 19:32:00 UTC,-0.2,-6,L
2016-01-22 01:02:00 UTC,2.2,67,H
2016-01-22 07:30:00 UTC,-0.5,-15,L
2016-01-22 13:36:00 UTC,2.9,88,H
2016-01-22 20:23:00 UTC,-0.3,-9,L
2016-01-23 01:54:00 UTC,2.3,70,H
2016-01-23 08:21:00 UTC,-0.5,-15,L
2016-01-23 14:23:00 UTC,2.9,88,H
2016-01-23 21:09:00 UTC,-0.4,-12,L
2016-01-24 02:42:00 UTC,2.3,70,H
2016-01-24 09:08:00 UTC,-0.5,-15,L
2016-01-24 15:08:00 UTC,2.9,88,H
2016-01-24 21:53:00 UTC,-0.4,-12,L
2016-01-25 03:28:00 UTC,2.3,70,H
2016-01-25 09:52:00 UTC,-0.4,-12,L
2016-01-25 15:50:00 UTC,2.8,85,H
2016-01-25 22:34:00 UTC,-0.4,-12,L
2016-01-26 04:11:00 UTC,2.3,70,H
2016-01-26 10:36:00 UTC,-0.3,-9,L
2016-01-26 16:30:00 UTC,2.7,82,H
2016-01-26 23:13:00 UTC,-0.3,-9,L
2016-01-27 04:53:00 UTC,2.3,70,H
2016-01-27 11:18:00 UTC,-0.2,-6,L
2016-01-27 17:09:00 UTC,2.6,79,H
2016-01-27 23:52:00 UTC,-0.2,-6,L
2016-01-28 05:34:00 UTC,2.3,70,H
2016-01-28 12:00:00 UTC,0.0,0,L
2016-01-28 17:49:00 UTC,2.4,73,H
2016-01-29 00:30:00 UTC,-0.1,-3,L
2016-01-29 06:17:00 UTC,2.2,67,H
2016-01-29 12:44:00 UTC,0.1,3,L
2016-01-29 18:29:00 UTC,2.3,70,H
2016-01-30 01:10:00 UTC,0.0,0,L
