time,feet,centimeters,tide
2015-12-31 00:15:00 UTC,1.1,34,H
2015-12-31 07:44:00 UTC,0.6,18,L
2015-12-31 10:48:00 UTC,0.6,18,H
2015-12-31 16:52:00 UTC,0.2,6,L
2016-01-01 00:55:00 UTC,1.0,30,H
2016-01-01 08:40:00 UTC,0.4,12,L
2016-01-01 12:48:00 UTC,0.6,18,H
2016-01-01 17:41:00 UTC,0.3,9,L
2016-01-02 01:22:00 UTC,1.0,30,H
2016-01-02 09:07:00 UTC,0.2,6,L
2016-01-02 14:53:00 UTC,0.6,18,H
2016-01-02 18:40:00 UTC,0.5,15,L
2016-01-03 01:46:00 UTC,1.0,30,H
2016-01-03 09:32:00 UTC,0.0,0,L
2016-01-03 16:32:00 UTC,0.8,24,H
2016-01-03 20:19:00 UTC,0.7,21,L
2016-01-04 02:08:00 UTC,1.0,30,H
2016-01-04 09:57:00 UTC,-0.2,-6,L
2016-01-04 17:36:00 UTC,0.9,27,H
2016-01-04 22:03:00 UTC,0.8,24,L
2016-01-05 02:29:00 UTC,1.0,30,H
2016-01-05 10:23:00 UTC,-0.4,-12,L
2016-01-05 18:20:00 UTC,1.0,30,H
2016-01-05 23:05:00 UTC,0.9,27,L
2016-01-06 02:51:00 UTC,1.0,30,H
2016-01-06 10:51:00 UTC,-0.6,-18,L
2016-01-06 18:56:00 UTC,1.1,34,H
2016-01-06 23:41:00 UTC,1.0,30,L
2016-01-07 03:14:00 UTC,1.0,30,H
2016-01-07 11:21:00 UTC,-0.7,-21,L
2016-01-07 19:31:00 UTC,1.2,37,H
2016-01-08 00:03:00 UTC,1.0,30,L
2016-01-08 03:42:00 UTC,1.1,34,H
2016-01-08 11:54:00 UTC,-0.8,-24,L
2016-01-08 20:06:00 UTC,1.2,37,H
2016-01-09 00:26:00 UTC,1.0,30,L
2016-01-09 04:16:00 UTC,1.1,34,H
2016-01-09 12:30:00 UTC,-0.9,-27,L
2016-01-09 20:42:00 UTC,1.3,40,H
2016-01-10 00:53:00 UTC,1.0,30,L
