time,feet,centimeters,tide
2016-01-01 01:34:00 UTC,0.7,21,L
2016-01-01 06:25:00 UTC,2.1,64,H
2016-01-01 14:11:00 UTC,-0.1,-3,L
2016-01-01 19:33:00 UTC,1.6,49,H
2016-01-02 02:31:00 UTC,0.7,21,L
2016-01-02 07:07:00 UTC,1.8,55,H
2016-01-02 14:41:00 UTC,0.1,3,L
2016-01-02 20:14:00 UTC,1.8,55,H
2016-01-03 03:37:00 UTC,0.7,21,L
2016-01-03 07:51:00 UTC,1.5,46,H
2016-01-03 15:06:00 UTC,0.2,6,L
2016-01-03 20:56:00 UTC,2.0,61,H
2016-01-04 04:47:00 UTC,0.7,21,L
2016-01-04 08:36:00 UTC,1.3,40,H
2016-01-04 15:06:00 UTC,0.4,12,L
2016-01-04 21:39:00 UTC,2.1,64,H
2016-01-05 05:52:00 UTC,0.6,18,L
2016-01-05 09:25:00 UTC,1.0,30,H
2016-01-05 13:41:00 UTC,0.4,12,L
2016-01-05 22:21:00 UTC,2.3,70,H
2016-01-06 06:52:00 UTC,0.4,12,L
2016-01-06 10:17:00 UTC,0.9,27,H
2016-01-06 13:45:00 UTC,0.4,12,L
2016-01-06 23:04:00 UTC,2.4,73,H
2016-01-07 07:49:00 UTC,0.3,9,L
2016-01-07 11:09:00 UTC,0.7,21,H
2016-01-07 14:13:00 UTC,0.3,9,L
2016-01-07 23:48:00 UTC,2.5,76,H
2016-01-08 08:39:00 UTC,0.2,6,L
2016-01-08 12:04:00 UTC,0.6,18,H
2016-01-08 14:51:00 UTC,0.3,9,L
2016-01-09 00:34:00 UTC,2.6,79,H
2016-01-09 09:24:00 UTC,0.0,0,L
2016-01-09 13:07:00 UTC,0.6,18,H
2016-01-09 15:41:00 UTC,0.4,12,L
2016-01-10 01:24:00 UTC,2.7,82,H
2016-01-10 10:06:00 UTC,-0.1,-3,L
2016-01-10 14:13:00 UTC,0.6,18,H
2016-01-10 16:44:00 UTC,0.4,12,L
2016-01-11 02:15:00 UTC,2.8,85,H
2016-01-11 10:45:00 UTC,-0.1,-3,L
2016-01-11 15:09:00 UTC,0.7,21,H
2016-01-11 17:54:00 UTC,0.5,15,L
