time,feet,centimeters,tide
2015-12-31 06:28:00 UTC,0.4,12,L
2015-12-31 12:43:00 UTC,1.9,58,H
2015-12-31 19:02:00 UTC,0.2,6,L
2016-01-01 01:17:00 UTC,1.8,55,H
2016-01-01 07:27:00 UTC,0.4,12,L
2016-01-01 13:40:00 UTC,1.8,55,H
2016-01-01 19:55:00 UTC,0.3,9,L
2016-01-02 02:13:00 UTC,1.8,55,H
2016-01-02 08:24:00 UTC,0.5,15,L
2016-01-02 14:33:00 UTC,1.7,52,H
2016-01-02 20:44:00 UTC,0.3,9,L
2016-01-03 03:03:00 UTC,1.8,55,H
2016-01-03 09:18:00 UTC,0.4,12,L
2016-01-03 15:24:00 UTC,1.7,52,H
2016-01-03 21:30:00 UTC,0.3,9,L
2016-01-04 03:49:00 UTC,1.9,58,H
2016-01-04 10:07:00 UTC,0.4,12,L
2016-01-04 16:11:00 UTC,1.7,52,H
2016-01-04 22:13:00 UTC,0.3,9,L
2016-01-05 04:32:00 UTC,2.0,61,H
2016-01-05 10:51:00 UTC,0.3,9,L
2016-01-05 16:55:00 UTC,1.8,55,H
2016-01-05 22:55:00 UTC,0.2,6,L
2016-01-06 05:12:00 UTC,2.1,64,H
2016-01-06 11:33:00 UTC,0.2,6,L
2016-01-06 17:37:00 UTC,1.8,55,H
2016-01-06 23:35:00 UTC,0.1,3,L
2016-01-07 05:52:00 UTC,2.2,67,H
2016-01-07 12:13:00 UTC,0.1,3,L
2016-01-07 18:18:00 UTC,1.9,58,H
2016-01-08 00:16:00 UTC,0.0,0,L
2016-01-08 06:33:00 UTC,2.3,70,H
2016-01-08 12:54:00 UTC,0.0,0,L
2016-01-08 19:00:00 UTC,2.0,61,H
2016-01-09 00:58:00 UTC,0.0,0,L
2016-01-09 07:15:00 UTC,2.4,73,H
2016-01-09 13:36:00 UTC,-0.1,-3,L
2016-01-09 19:43:00 UTC,2.0,61,H
2016-01-10 01:41:00 UTC,-0.1,-3,L
2016-01-10 07:58:00 UTC,2.4,73,H
2016-01-10 14:20:00 UTC,-0.2,-6,L
2016-01-10 20:28:00 UTC,2.1,64,H
2016-01-11 02:27:00 UTC,-0.1,-3,L
2016-01-11 08:44:00 UTC,2.5,76,H
2016-01-11 15:05:00 UTC,-0.2,-6,L
2016-01-11 21:16:00 UTC,2.1,64,H
2016-01-12 03:16:00 UTC,-0.1,-3,L
2016-01-12 09:32:00 UTC,2.5,76,H
2016-01-12 15:54:00 UTC,-0.2,-6,L
2016-01-12 22:07:00 UTC,2.2,67,H
2016-01-13 04:09:00 UTC,-0.1,-3,L
2016-01-13 10:24:00 UTC,2.4,73,H
