time,feet,centimeters,tide
2015-12-31 00:40:00 UTC,9.5,290,H
2015-12-31 07:05:00 UTC,1.0,30,L
2015-12-31 13:43:00 UTC,9.7,296,H
2015-12-31 19:44:00 UTC,4.0,122,L
2016-01-01 01:30:00 UTC,8.5,259,H
2016-01-01 07:50:00 UTC,2.0,61,L
2016-01-01 14:33:00 UTC,9.4,287,H
2016-01-01 20:48:00 UTC,4.2,128,L
2016-01-02 02:29:00 UTC,7.7,235,H
2016-01-02 08:36:00 UTC,3.0,91,L
2016-01-02 15:24:00 UTC,9.3,283,H
2016-01-02 21:58:00 UTC,4.1,125,L
2016-01-03 03:45:00 UTC,7.0,213,H
2016-01-03 09:31:00 UTC,3.8,116,L
2016-01-03 16:18:00 UTC,9.3,283,H
2016-01-03 23:09:00 UTC,3.5,107,L
2016-01-04 05:09:00 UTC,6.9,210,H
2016-01-04 10:34:00 UTC,4.4,134,L
2016-01-04 17:12:00 UTC,9.6,293,H
2016-01-05 00:10:00 UTC,2.7,82,L
2016-01-05 06:25:00 UTC,7.2,219,H
2016-01-05 11:38:00 UTC,4.7,143,L
2016-01-05 18:03:00 UTC,10.0,305,H
2016-01-06 01:01:00 UTC,1.8,55,L
2016-01-06 07:24:00 UTC,7.7,235,H
2016-01-06 12:35:00 UTC,4.8,146,L
2016-01-06 18:49:00 UTC,10.5,320,H
2016-01-07 01:44:00 UTC,0.8,24,L
2016-01-07 08:11:00 UTC,8.4,256,H
2016-01-07 13:24:00 UTC,4.6,140,L
2016-01-07 19:32:00 UTC,11.1,338,H
2016-01-08 02:23:00 UTC,-0.1,-3,L
2016-01-08 08:52:00 UTC,9.0,274,H
2016-01-08 14:09:00 UTC,4.3,131,L
2016-01-08 20:13:00 UTC,11.6,354,H
2016-01-09 03:00:00 UTC,-0.9,-27,L
2016-01-09 09:29:00 UTC,9.6,293,H
2016-01-09 14:51:00 UTC,3.9,119,L
2016-01-09 20:53:00 UTC,12.1,369,H
2016-01-10 03:37:00 UTC,-1.5,-46,L
2016-01-10 10:06:00 UTC,10.0,305,H
2016-01-10 15:33:00 UTC,3.5,107,L
2016-01-10 21:33:00 UTC,12.3,375,H
2016-01-11 04:15:00 UTC,-1.8,-55,L
2016-01-11 10:43:00 UTC,10.4,317,H
2016-01-11 16:15:00 UTC,3.2,98,L
2016-01-11 22:14:00 UTC,12.3,375,H
2016-01-12 04:53:00 UTC,-1.9,-58,L
2016-01-12 11:21:00 UTC,10.7,326,H
2016-01-12 16:59:00 UTC,2.9,88,L
2016-01-12 22:57:00 UTC,12.0,366,H
2016-01-13 05:31:00 UTC,-1.6,-49,L
2016-01-13 12:00:00 UTC,10.8,329,H
2016-01-13 17:46:00 UTC,2.7,82,L
2016-01-13 23:42:00 UTC,11.4,347,H
2016-01-14 06:12:00 UTC,-1.0,-30,L
2016-01-14 12:43:00 UTC,10.9,332,H
2016-01-14 18:37:00 UTC,2.6,79,L
2016-01-15 00:32:00 UTC,10.6,323,H
2016-01-15 06:55:00 UTC,-0.1,-3,L
2016-01-15 13:29:00 UTC,10.9,332,H
2016-01-15 19:36:00 UTC,2.6,79,L
2016-01-16 01:30:00 UTC,9.5,290,H
2016-01-16 07:42:00 UTC,1.1,34,L
2016-01-16 14:20:00 UTC,10.8,329,H
2016-01-16 20:43:00 UTC,2.5,76,L
2016-01-17 02:39:00 UTC,8.5,259,H
2016-01-17 08:37:00 UTC,2.3,70,L
2016-01-17 15:18:00 UTC,10.8,329,H
2016-01-17 21:59:00 UTC,2.2,67,L
2016-01-18 04:03:00 UTC,7.9,241,H
2016-01-18 09:43:00 UTC,3.4,104,L
2016-01-18 16:22:00 UTC,10.9,332,H
2016-01-18 23:17:00 UTC,1.6,49,L
