time,feet,centimeters,tide
2015-12-31 06:34:00 UTC,0.3,9,L
2015-12-31 12:57:00 UTC,1.7,52,H
2015-12-31 19:08:00 UTC,0.2,6,L
2016-01-01 01:31:00 UTC,1.6,49,H
2016-01-01 07:33:00 UTC,0.4,12,L
2016-01-01 13:54:00 UTC,1.6,49,H
2016-01-01 20:01:00 UTC,0.3,9,L
2016-01-02 02:27:00 UTC,1.6,49,H
2016-01-02 08:30:00 UTC,0.4,12,L
2016-01-02 14:47:00 UTC,1.6,49,H
2016-01-02 20:50:00 UTC,0.3,9,L
2016-01-03 03:17:00 UTC,1.6,49,H
2016-01-03 09:24:00 UTC,0.4,12,L
2016-01-03 15:38:00 UTC,1.5,46,H
2016-01-03 21:36:00 UTC,0.3,9,L
2016-01-04 04:03:00 UTC,1.7,52,H
2016-01-04 10:13:00 UTC,0.3,9,L
2016-01-04 16:25:00 UTC,1.6,49,H
2016-01-04 22:19:00 UTC,0.2,6,L
2016-01-05 04:46:00 UTC,1.8,55,H
2016-01-05 10:57:00 UTC,0.3,9,L
2016-01-05 17:09:00 UTC,1.6,49,H
2016-01-05 23:01:00 UTC,0.2,6,L
2016-01-06 05:26:00 UTC,1.9,58,H
2016-01-06 11:39:00 UTC,0.2,6,L
2016-01-06 17:51:00 UTC,1.6,49,H
2016-01-06 23:41:00 UTC,0.1,3,L
2016-01-07 06:06:00 UTC,2.0,61,H
2016-01-07 12:19:00 UTC,0.1,3,L
2016-01-07 18:32:00 UTC,1.7,52,H
2016-01-08 00:22:00 UTC,0.0,0,L
2016-01-08 06:47:00 UTC,2.1,64,H
2016-01-08 13:00:00 UTC,0.0,0,L
2016-01-08 19:14:00 UTC,1.8,55,H
2016-01-09 01:04:00 UTC,0.0,0,L
2016-01-09 07:29:00 UTC,2.1,64,H
2016-01-09 13:42:00 UTC,-0.1,-3,L
2016-01-09 19:57:00 UTC,1.8,55,H
2016-01-10 01:47:00 UTC,-0.1,-3,L
2016-01-10 08:12:00 UTC,2.2,67,H
2016-01-10 14:26:00 UTC,-0.2,-6,L
2016-01-10 20:42:00 UTC,1.9,58,H
2016-01-11 02:33:00 UTC,-0.1,-3,L
2016-01-11 08:58:00 UTC,2.2,67,H
2016-01-11 15:11:00 UTC,-0.2,-6,L
2016-01-11 21:30:00 UTC,1.9,58,H
2016-01-12 03:22:00 UTC,-0.1,-3,L
2016-01-12 09:46:00 UTC,2.2,67,H
2016-01-12 16:00:00 UTC,-0.2,-6,L
2016-01-12 22:21:00 UTC,2.0,61,H
2016-01-13 04:15:00 UTC,-0.1,-3,L
2016-01-13 10:38:00 UTC,2.2,67,H
2016-01-13 16:52:00 UTC,-0.2,-6,L
2016-01-13 23:16:00 UTC,2.0,61,H
2016-01-14 05:12:00 UTC,0.0,0,L
2016-01-14 11:33:00 UTC,2.1,64,H
2016-01-14 17:47:00 UTC,-0.1,-3,L
2016-01-15 00:14:00 UTC,2.0,61,H
2016-01-15 06:13:00 UTC,0.0,0,L
2016-01-15 12:33:00 UTC,2.1,64,H
2016-01-15 18:46:00 UTC,-0.1,-3,L
2016-01-16 01:16:00 UTC,2.0,61,H
2016-01-16 07:18:00 UTC,0.0,0,L
2016-01-16 13:36:00 UTC,2.0,61,H
2016-01-16 19:47:00 UTC,-0.1,-3,L
2016-01-17 02:20:00 UTC,2.1,64,H
2016-01-17 08:25:00 UTC,0.0,0,L
2016-01-17 14:41:00 UTC,2.0,61,H
2016-01-17 20:48:00 UTC,-0.1,-3,L
2016-01-18 03:22:00 UTC,2.1,64,H
2016-01-18 09:30:00 UTC,0.0,0,L
2016-01-18 15:45:00 UTC,1.9,58,H
2016-01-18 21:48:00 UTC,-0.1,-3,L
2016-01-19 04:21:00 UTC,2.2,67,H
2016-01-19 10:32:00 UTC,-0.1,-3,L
2016-01-19 16:45:00 UTC,1.9,58,H
2016-01-19 22:45:00 UTC,-0.1,-3,L
2016-01-20 05:17:00 UTC,2.2,67,H
2016-01-20 11:28:00 UTC,-0.2,-6,L
2016-01-20 17:41:00 UTC,1.9,58,H
2016-01-20 23:38:00 UTC,-0.1,-3,L
2016-01-21 06:09:00 UTC,2.3,70,H
2016-01-21 12:20:00 UTC,-0.2,-6,L
2016-01-21 18:33:00 UTC,1.9,58,H
2016-01-22 00:27:00 UTC,-0.1,-3,L
2016-01-22 06:57:00 UTC,2.3,70,H
2016-01-22 13:08:00 UTC,-0.2,-6,L
2016-01-22 19:21:00 UTC,1.9,58,H
2016-01-23 01:14:00 UTC,-0.1,-3,L
2016-01-23 07:43:00 UTC,2.3,70,H
2016-01-23 13:54:00 UTC,-0.2,-6,L
2016-01-23 20:06:00 UTC,1.9,58,H
2016-01-24 01:59:00 UTC,-0.1,-3,L
2016-01-24 08:27:00 UTC,2.2,67,H
2016-01-24 14:38:00 UTC,-0.2,-6,L
2016-01-24 20:50:00 UTC,1.9,58,H
2016-01-25 02:43:00 UTC,0.0,0,L
2016-01-25 09:10:00 UTC,2.1,64,H
2016-01-25 15:20:00 UTC,-0.1,-3,L
2016-01-25 21:34:00 UTC,1.8,55,H
2016-01-26 03:27:00 UTC,0.1,3,L
2016-01-26 09:53:00 UTC,2.0,61,H
2016-01-26 16:03:00 UTC,0.0,0,L
2016-01-26 22:17:00 UTC,1.8,55,H
2016-01-27 04:11:00 UTC,0.1,3,L
2016-01-27 10:37:00 UTC,1.9,58,H
2016-01-27 16:46:00 UTC,0.1,3,L
2016-01-27 23:02:00 UTC,1.7,52,H
2016-01-28 04:57:00 UTC,0.2,6,L
2016-01-28 11:22:00 UTC,1.8,55,H
